"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x891350866552274944","x1481385353559048192",2022-01-12 21:59:25,"deburin62","地方に住んでいて、地方の仕事に携わっている大半の人たちは、この国のみならず世界中で、人材と富が都市部、特に日本においては東京に集中しているのはご存知かと思います。どれだけ地方創生を謳ったところで、その号令もまた都市経由でなされなければ、声自体が可視化されない経済構造になってます。","Twitter for Android",140,,,,FALSE,TRUE,0,3,,,,,,,,,,,,,,,,"x2569022095","TakahiroBessho","ja",,,,,,,,,,,,,,,,"x1481234628505915393","地方に住んでいて、地方の仕事に携わっている大半の人たちは、この国のみならず世界中で、人材と富が都市部、特に日本においては東京に集中しているのはご存知かと思います。どれだけ地方創生を謳ったところで、その号令もまた都市経由でなされなければ、声自体が可視化されない経済構造になってます。",2022-01-12 12:00:30,"Twitter Web App",45,3,"x2569022095","TakahiroBessho","別所隆弘 | tbessho.eth",81923,464,18433,"","フォトグラファー | 文学研究者 | 関大講師 | NFT https://t.co/yJhnyBAUF0 | 日経 KOL | 滋賀 | https://t.co/zTerzZjK9f | https://t.co/KpUAVVTZ7G | お問い合わせ tbessho@gmail.com",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/deburin62/status/1481385353559048192","deburin62","","好きなものは、TDR。 旅程をつくること。",,FALSE,82,72,0,21473,40897,2017-07-29 17:33:01,FALSE,,,,"https://pbs.twimg.com/profile_banners/891350866552274944/1501352376","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1352116708174008321/x8GRTtgO_normal.jpg"
"x1425328161403723780","x1481385325750415361",2022-01-12 21:59:19,"Rikkaren1","多数の小型衛星を連携させて地上の情報を収集する衛星コンステレーション関連技術や、マンモグラフィー（乳房エックス線撮影）を始めとした医療に有益な透視技術などを想定している

【独自】先端技術育成、研究者公募し官民協議会…経済安保で「けた違い」の資金https://t.co/vcB7hEpUOy","Twitter Web App",146,,,,FALSE,FALSE,0,0,,,,,"yomiuri.co.jp/politics/20220…","https://t.co/vcB7hEpUOy","https://www.yomiuri.co.jp/politics/20220112-OYT1T50285/",,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Rikkaren1/status/1481385325750415361","六花","","六花（りっか）です<U+0001F530> ・ 日本株たまにデイトレ＋高配当株 ・米国株インデックス 投資に関する気になることを色々呟きます、よろしくお願いします<U+0001F49B>",,FALSE,69,118,2,167,40,2021-08-11 05:28:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/1425328161403723780/1640907386",,"http://pbs.twimg.com/profile_images/1466570968399515649/DqQE3UBT_normal.jpg"
"x275271671","x1481385308029472773",2022-01-12 21:59:14,"mamama_face","意味不明。／「経済・社会システムが巨大化していく中で、地球環境が限界を迎えて環境が汚染されるのと同じように、人的資源を支える家庭も限界に来ていることが、少子化につながっているのではないでしょうか。」
https://t.co/wLSUreRvHJ","Twitter for iPhone",140,,,,FALSE,TRUE,0,188,,,,,"mainichi.jp/articles/20220…","https://t.co/wLSUreRvHJ","https://mainichi.jp/articles/20220109/k00/00m/030/208000c",,,,,,,,,"x358809712","IiyamaAkari","ja",,,,,,,,,,,,,,,,"x1481114088759611392","意味不明。／「経済・社会システムが巨大化していく中で、地球環境が限界を迎えて環境が汚染されるのと同じように、人的資源を支える家庭も限界に来ていることが、少子化につながっているのではないでしょうか。」
https://t.co/wLSUreRvHJ",2022-01-12 04:01:31,"Twitter Web App",1736,188,"x358809712","IiyamaAkari","飯山陽 Dr. Akari IIYAMA 初のエッセイ『エジプトの空の下』3刷決定！",129361,7054,16293,"","イスラム思想研究者。博士（文学）。イスラム教という切り口から世界情勢を分析しています。『ニューズウィーク日本版』https://t.co/TwD6Q6Pj8l、FNNプライム、産経新聞【新聞に喝】、『経済界』で連載中。著書『イスラム教再考』『イスラム教の論理』『イスラム2.0』など。",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mamama_face/status/1481385308029472773","キング","東京 ","",,FALSE,106,263,0,13887,13940,2011-03-31 23:42:27,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1454083354106552323","x1481381206965256196",2022-01-12 21:42:57,"q7oFnecHBuPVk2K","おはようございます<U+2600><U+FE0F>
昨日の米国市場<U+0001F5FD>は小幅ながら<U+2B06><U+FE0F><U+2B06><U+FE0F><U+2B06><U+FE0F><U+0001F606>
CPIは前年比＋7%と歴史的な上昇<U+0001F631>ながら予想通り<U+0001F44D>ベージュブック(地区連銀経済報告)でも穏やかに経済経済傾向との報告<U+0001F44D>
金利<U+2B07><U+FE0F>ドル/円<U+2B07><U+FE0F>セクターでは素材セクター<U+2B06><U+FE0F>ヘルスケア<U+2B07><U+FE0F>でした<U+0001F642>
今日もよろしくお願いします<U+263A><U+FE0F> https://t.co/qRuhIGq7Eb","Twitter for Android",146,,,,FALSE,FALSE,11,0,,,,,,,,"http://pbs.twimg.com/media/FI7sWk7aIAEFwdk.jpg","https://t.co/qRuhIGq7Eb","https://twitter.com/q7oFnecHBuPVk2K/status/1481381206965256196/photo/1","photo","http://pbs.twimg.com/media/FI7sWk7aIAEFwdk.jpg http://pbs.twimg.com/media/FI7sW1SaAAIb1MH.png","https://t.co/qRuhIGq7Eb https://t.co/qRuhIGq7Eb","https://twitter.com/q7oFnecHBuPVk2K/status/1481381206965256196/photo/1 https://twitter.com/q7oFnecHBuPVk2K/status/1481381206965256196/photo/1",,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/q7oFnecHBuPVk2K/status/1481381206965256196","かぶ太@投資勉強中<U+0001F530>","","2020年10月～日本株投資<U+0001F38C>⇒2021年8月～インデックス投資<U+0001F5FD>へシフトした投資初心者<U+0001F530>です<U+0001F642>
いろいろ投資<U+0001F4B0>のことを勉強し情報発信していきたい<U+0001F4DD>と考えています<U+0001F604>
よろしくお願いします<U+0001F647><U+2728>
つみたてNISA/ イデコ/ 投資信託/ ETF/ インデックス投資 / 米国株 /日本株",,FALSE,929,390,5,1479,11565,2021-10-29 13:51:14,FALSE,,,,"https://pbs.twimg.com/profile_banners/1454083354106552323/1641000953",,"http://pbs.twimg.com/profile_images/1454090028783915009/TR7vjGD8_normal.jpg"
"x1454083354106552323","x1481385301742612480",2022-01-12 21:59:13,"q7oFnecHBuPVk2K","ベージュブックは経済回復傾向の誤入力です<U+0001F605><U+0001F4A6>","Twitter for Android",22,"x1481381206965256196","x1454083354106552323","q7oFnecHBuPVk2K",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/q7oFnecHBuPVk2K/status/1481385301742612480","かぶ太@投資勉強中<U+0001F530>","","2020年10月～日本株投資<U+0001F38C>⇒2021年8月～インデックス投資<U+0001F5FD>へシフトした投資初心者<U+0001F530>です<U+0001F642>
いろいろ投資<U+0001F4B0>のことを勉強し情報発信していきたい<U+0001F4DD>と考えています<U+0001F604>
よろしくお願いします<U+0001F647><U+2728>
つみたてNISA/ イデコ/ 投資信託/ ETF/ インデックス投資 / 米国株 /日本株",,FALSE,929,390,5,1479,11565,2021-10-29 13:51:14,FALSE,,,,"https://pbs.twimg.com/profile_banners/1454083354106552323/1641000953",,"http://pbs.twimg.com/profile_images/1454090028783915009/TR7vjGD8_normal.jpg"
"x3020966616","x1481385285586157570",2022-01-12 21:59:09,"q_o_p_","日本ミシュラン本社、群馬・太田に移転へ「県や県内企業と相乗効果の体制を」 : 経済 : ニュース : 読売新聞オンライン https://t.co/cXXaRPQYbZ","Twitter for iPhone",84,,,,FALSE,FALSE,0,0,,,,,"yomiuri.co.jp/economy/202112…","https://t.co/cXXaRPQYbZ","https://www.yomiuri.co.jp/economy/20211224-OYT1T50098/",,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/q_o_p_/status/1481385285586157570","ざく","","2022",,FALSE,1301,1077,32,115589,63975,2015-02-15 10:47:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/3020966616/1641287282","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1319995315546537984/TbYEfWZr_normal.jpg"
"x745630926927892480","x1481385282528153601",2022-01-12 21:59:08,"heisei280622","＃公明党　
（ＫＯＭＥＩ＠　声をカタチに！　青年国会議員の活動リポート）経済再生、子育て支援に全力／党青年副委員長　中野洋昌衆院議員 #公明新聞電子版 2022年01月13日付  https://t.co/aG9fpei8Oy https://t.co/gtrALvQTUd","Twitter Web App",140,,,,FALSE,TRUE,0,1,,,"公明党 公明新聞電子版",,"komei.or.jp/newspaper-app/","https://t.co/aG9fpei8Oy","https://www.komei.or.jp/newspaper-app/",,,,,,,,,"x1436975305676099587","pE36mTjOBKyFEVq","ja",,,,,,,,,,,,,,,,"x1481357852723744769","＃公明党　
（ＫＯＭＥＩ＠　声をカタチに！　青年国会議員の活動リポート）経済再生、子育て支援に全力／党青年副委員長　中野洋昌衆院議員 #公明新聞電子版 2022年01月13日付  https://t.co/aG9fpei8Oy https://t.co/gtrALvQTUd",2022-01-12 20:10:09,"Twitter for iPad",1,1,"x1436975305676099587","pE36mTjOBKyFEVq","酒井妙子",78,21,1389,"東京 練馬区","練馬区の区議会議員 酒井妙子でございます。突然、ツィーターが使えなくなり、ようやく再開します。皆様宜しくお願い致します。",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/heisei280622/status/1481385282528153601","３密回避@heisei280622","「里見りゅうじ」でおなじみの愛知県","<U+0001F409>公明党の議員の方をフォロー！ 
<U+0001F409>フォロワー解除はお気軽に。",,FALSE,1095,2223,4,634760,15135,2016-06-22 14:54:00,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/918544630022529025/alguGDSF_normal.jpg"
"x506738759","x1481385274399952896",2022-01-12 21:59:06,"harutomo4","年収1350万の一馬力で障害児を育てると、

児童手当　特例給付のみで10000円<U+2198><U+FE0F>
特別児童扶養手当　52500円<U+0001F21A><U+FE0F>
障害児福祉手当　14880円<U+0001F21A><U+FE0F>
サービス利用　37200円自己負担
毎月11万円余り、年間140万円の支援カット。

車椅子も補装具も全額自費。経済的にも精神的にも見捨てられた感じがしんどい...","Twitter for Android",140,,,,FALSE,TRUE,0,31,,,,,,,,,,,,,,,,"x1481182895918432262","k6722053","ja",,,,,,,,,,,,,,,,"x1481200511487741956","年収1350万の一馬力で障害児を育てると、

児童手当　特例給付のみで10000円<U+2198><U+FE0F>
特別児童扶養手当　52500円<U+0001F21A><U+FE0F>
障害児福祉手当　14880円<U+0001F21A><U+FE0F>
サービス利用　37200円自己負担
毎月11万円余り、年間140万円の支援カット。

車椅子も補装具も全額自費。経済的にも精神的にも見捨てられた感じがしんどい...",2022-01-12 09:44:55,"Twitter for iPhone",76,31,"x1481182895918432262","k6722053","あゆみ",65,125,65,"","4 児の母。卒後10年くらいの乳腺外科医。娘は脳性麻痺で手帳1級も、一生懸命働いてるのがあだになって、車椅子、装具、ぜーんぶ自費で100万超。児童手当ほぼなし。特別児童扶養手当なし。障害児福祉手当なし。虚し、アホらし。",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/harutomo4/status/1481385274399952896","harutomo","","",,FALSE,90,73,1,5848,6881,2012-02-28 02:23:17,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x30084268","x1481385273955348480",2022-01-12 21:59:06,"yamanari","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR","Twitter for iPad",140,,,,FALSE,TRUE,0,687,,,"DOJ",,,,,,,,,,,,,"x1141977372096266241","8ueBd6tf29iYRpZ","ja",,,,,,,,,,,,,,,,"x1481275497200103426","愛国心のない大学教授・学術会議は不要！に共感の方はRT
＃DOJ　
反町キャスター「日本学術会議の事を思い出して官民・学はこの中に入らないんですか？」
高市会長「官民・学も入るんでしょうよ！学術分野の方に相当神経質になって頂かないと経済安全保障の確立は出来ない！」
#国防の誇りを取り戻そう https://t.co/xspKZ25egR",2022-01-12 14:42:53,"Twitter Web App",1642,687,"x1141977372096266241","8ueBd6tf29iYRpZ","FUKUDA MAKOTO 【DOJ<U+0001F6E1>No.0001】",46283,46480,142969,"日本 兵庫","交通事故に遭い<U+267F><U+FE0F>重い障碍<U+0001F6CF><U+FE0F>難病も患い人生180度大転換！ 
海外生活を模索しましたが、やはり離れる事が出来ない国が祖国日本でした<U+0001F38C>
 #DOJ2020<U+24B8>(Defence of Japan)を創設！
 <U+0001F1EF><U+0001F1F5>日本大好きな方、相互フォローの輪をに広げましょう！
 ＠Teamdoj サブ垢フォローお願い致します！",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yamanari/status/1481385273955348480","Minoru Yamanari","","",,FALSE,83,181,0,38664,37222,2009-04-09 22:27:47,FALSE,,,,,"http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/377115578/DSC00925_normal.jpg"
"x1917017779","x1481385267386720264",2022-01-12 21:59:05,"nekokaku07","#おはよう寺ちゃん 
　これが格差拡大と経済停滞の原因。 https://t.co/8ZX1qWPGl0","Twitter for Android",28,,,,TRUE,FALSE,0,0,,,"おはよう寺ちゃん",,"twitter.com/shooterone2020…","https://t.co/8ZX1qWPGl0","https://twitter.com/shooterone2020/status/1481384693895696384",,,,,,,,,,,"ja","x1481384693895696384","企業は従業員へ還元するという考えは無くなったから
株主への還元と内部留保で全部消えるだろうな

#おはよう寺ちゃん",2022-01-12 21:56:48,"Twitter for Android",1,0,"x949785422569160704","shooterone2020","shooterone2020",7,21,1735,"","",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nekokaku07/status/1481385267386720264","ひゃー","","",,FALSE,106,261,0,5453,6659,2013-09-29 12:21:11,FALSE,,,,"https://pbs.twimg.com/profile_banners/1917017779/1533906562","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1155772407220592641/qUQoaHGT_normal.jpg"
"x84000162","x1481385248671744002",2022-01-12 21:59:00,"pyt_speechless7","#おはよう寺ちゃん　日本の不況は財務省のせい。ドケチで金出さないから。未来に投資しないから経済が成長できない。","Twitter for iPhone",55,,,,FALSE,FALSE,3,0,,,"おはよう寺ちゃん",,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pyt_speechless7/status/1481385248671744002","yumiko★<U+0001F1EF><U+0001F1F5><U+0001F5E3><U+0001F1FA><U+0001F1F8>","彩りの国","Micheal Jackson fan★I love that I draw a picture And MJお絵かき/ＧＳ/洋楽80･70年/BrunoMars/Jacksons/Jackson5/Tito/Janet/Charice/Diana Ross/Destiny's child/韓国大嫌","https://t.co/RXO4szD3zO",FALSE,1490,2225,56,246744,44060,2009-10-21 04:28:52,FALSE,"https://t.co/RXO4szD3zO","http://blogs.yahoo.co.jp/sakotu_7",,"https://pbs.twimg.com/profile_banners/84000162/1529880654","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1011018851838877696/x9yOiPZn_normal.jpg"
"x764369843491524608","x1481385227440193538",2022-01-12 21:58:55,"urakkun26","&gt;株主中心主義と家族的経営が対立事項になって、前者への傾きを反省する話もあるが、元々対立事項では無かったのではないかとか。日本が外国に数十年経済成長負け続けている原因ってたぶんそこじゃ無いよね。","Twitter for iPhone",100,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/urakkun26/status/1481385227440193538","ドンじょぶお","","お城と歴史と世相と猫(順不同)",,FALSE,2518,1235,45,87047,25129,2016-08-13 07:55:46,FALSE,,,,"https://pbs.twimg.com/profile_banners/764369843491524608/1493360265",,"http://pbs.twimg.com/profile_images/1400447572888588300/Ah2l1eYU_normal.jpg"
"x1259651995","x1481385224445460480",2022-01-12 21:58:54,"CSAsolidarity","続）中略「EZLNは１２年間に渡る戦争、軍事的、政治的、イデオロギー的、経済的な攻撃、包囲網、嫌がらせ、迫害に抵抗し続け、卑劣な政府などは今なお我々を屈服させることができていない。」サパティスタ/セルバ・ラカンドナの第６宣言","twittbot.net",112,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CSAsolidarity/status/1481385224445460480","ラテンアメリカ革命bot","Japan","中南米の革命家の演説や言葉、詩、小説の一部をつぶやきます。!Venceremos!　",,FALSE,2063,2776,70,157417,1509,2013-03-11 14:50:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/1259651995/1364666162","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3511037275/db51ab54ae2b0c8d5e2594b6c7589d88_normal.jpeg"
"x292120117","x1481385223157735424",2022-01-12 21:58:54,"miki_kanda","●アメリカとの通貨スワップは昨年末で終了し延長なし
●春に金融市場の混乱が予想されてるようですが
どうなん？

韓国経済のアキレス腱である「外貨保有」、その現状に隠された「知られざるリスク」

https://t.co/fhsiXFjrhA","Twitter Web App",120,,,,FALSE,FALSE,1,0,,,,,"news.yahoo.co.jp/articles/100b4…","https://t.co/fhsiXFjrhA","https://news.yahoo.co.jp/articles/100b46607794c34b696e33154168443b61f09aa6?page=1",,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/miki_kanda/status/1481385223157735424","ころころ","","もう普通に戻ってよくない？",,FALSE,1163,1111,14,14404,15907,2011-05-03 04:03:23,FALSE,,,,"https://pbs.twimg.com/profile_banners/292120117/1613167422","http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/1394789987665645571/VVt6dLo9_normal.jpg"
"x1354272436397641729","x1481385222771916800",2022-01-12 21:58:54,"PwytiNyoXXtfcrF","二階元幹事長が最高顧問を務める日中イノベーションセンターと岸田政権の経済安全保障との矛盾(遠藤誉)
#Yahooニュース
https://t.co/cISz3dV3OO","Twitter for Android",101,,,,FALSE,TRUE,0,152,,,"Yahooニュース",,"news.yahoo.co.jp/byline/endohom…","https://t.co/cISz3dV3OO","https://news.yahoo.co.jp/byline/endohomare/20220104-00275685",,,,,,,,,"x97091695","daitojimari","ja",,,,,,,,,,,,,,,,"x1481205993195261955","二階元幹事長が最高顧問を務める日中イノベーションセンターと岸田政権の経済安全保障との矛盾(遠藤誉)
#Yahooニュース
https://t.co/cISz3dV3OO",2022-01-12 10:06:42,"Twitter Web App",392,152,"x97091695","daitojimari","渡邉哲也",227211,33986,210160,"日本","作家 経済評論家 渡邉哲也です。本業は企業経営です。 メルマガは https://t.co/uWohEfAcyh 執筆、出演、講演の依頼は info@watanabetetsuya.info で受け付けております。お気軽に",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PwytiNyoXXtfcrF/status/1481385222771916800","津々浦愛子","","無言フォローお許しください。",,FALSE,386,226,10,120271,65948,2021-01-27 03:39:42,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1384357639115599873/jLScWsFu_normal.jpg"
"x1351805196964249601","x1481385215272828928",2022-01-12 21:58:52,"meniye034101512","@haru2love1519 @meniye034101512 この記事の事案です。
高裁では警察の責任が否定されましたが、支援措置を実施した市町村が責任を認めて謝罪しています。

DV加害者にされた男性は名誉をどう回復したか 反論できない｢支援措置制度｣悪用の恐ろしさ | 災害･事件･裁判 - 東洋経済オンライン https://t.co/A7MzTFdJ4X  @Toyokeizai","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x1021418239824285697 x1198535444184489984 x1351805196964249601","teddora555 haru2love1519 meniye034101512","ja",,,,,,,,,,,,,,,,"x1481305925814157314","@haru2love1519 @meniye034101512 この記事の事案です。
高裁では警察の責任が否定されましたが、支援措置を実施した市町村が責任を認めて謝罪しています。

DV加害者にされた男性は名誉をどう回復したか 反論できない｢支援措置制度｣悪用の恐ろしさ | 災害･事件･裁判 - 東洋経済オンライン https://t.co/A7MzTFdJ4X  @Toyokeizai",2022-01-12 16:43:48,"Twitter for Android",9,2,"x1021418239824285697","teddora555","ted-dora",2078,20,4468,"","弁護士（女）。
くま好き。

※Twitter経由での相談依頼（受任）は受けません。
※事務所に直接連絡されても、紹介者（当方の元依頼者等）の無い方からの相談依頼も受けません。
（だからこそ支援措置関連はTwitter上で知識共有し質問あればなるべく使える一般論を答えるようにしてますのでご理解下さい）",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/meniye034101512/status/1481385215272828928","ハッチ　子の連れ去り問題（実子誘拐）","日本 沖縄","フォロバ100%します。 妻と義父母の計画により最愛の子供達を #実子誘拐 #連れ去り にあいました。連れ去りを違法としない司法 、親の身勝手な行為で子供の人権を軽視しないでほしい。子供達の幸せを願って、発信していきます。 #共同親権 子供達の笑顔を取り戻す為に。",,FALSE,1025,1447,12,5814,17726,2021-01-20 08:14:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/1351805196964249601/1626481459",,"http://pbs.twimg.com/profile_images/1471082673342861312/TywHfkc0_normal.jpg"
"x896249585038798848","x1481385213653823493",2022-01-12 21:58:52,"nega_ikiro_bot","テレビで中国三人子政策が上手くいかないと流れてるけど、これは本当。
月サンの一族、姪っ子甥っ子も含めて３人子供がいる家ない。主に経済的理由で。中間層は教育費が高すぎて子供を増やすのに二の足を踏んでしまうのだ。
そこで中国政府が塾禁止とか言い出したのは腰が抜けたけど。","Twitter for iPhone",140,,,,FALSE,TRUE,0,734,,,,,,,,,,,,,,,,"x101801049","KEUMAYA","ja",,,,,,,,,,,,,,,,"x1481110797736869889","テレビで中国三人子政策が上手くいかないと流れてるけど、これは本当。
月サンの一族、姪っ子甥っ子も含めて３人子供がいる家ない。主に経済的理由で。中間層は教育費が高すぎて子供を増やすのに二の足を踏んでしまうのだ。
そこで中国政府が塾禁止とか言い出したのは腰が抜けたけど。",2022-01-12 03:48:26,"Twitter Web App",2193,734,"x101801049","KEUMAYA","井上純一（希有馬）",112661,2972,37523,"東京あたり","井上純一（希有馬）TRPGデザイナー。漫画家。玩具会社「銀十字社」代表取締役 代表作：スタンダードTRPGシリーズ（SRS）『アルシャードセイヴァー』、『エンゼルギア』、『天羅万象』他。最近は『中国嫁日記』のジンサン。",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nega_ikiro_bot/status/1481385213653823493","ネガティブな人に生きる気力を与えるbot","みずうみでぷかぷか","ネガティブすぎる中の人が自分に生きる気力を与えるために作ったbot。他、共感したり励まされたツイートをリツイートまたはいいねしまくるアカウントです。嫌がられない限りフォロバします。ごくまれに気まぐれに手動投稿・返信することがありますが、基本自動返信です。変な顔文字とか出てくることもあります。※勧誘行為等は通報します。",,FALSE,321,531,2,43612,19895,2017-08-12 05:58:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/896249585038798848/1598013353","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/896263633839153152/IpfX6K6C_normal.jpg"
"x783719914985037824","x1481385201213181952",2022-01-12 21:58:49,"mamaluigi909","おたくま経済新聞様に取り上げて頂きました。ありがとうございます！ https://t.co/OdZySZd7Eg","Twitter for Android",50,,,,FALSE,TRUE,0,86,,,,,,,,,,,,,,,,"x1271278270718242819","unicouniuni3","ja",,,,,,,,,,,,,,,,"x1480774231097225219","おたくま経済新聞様に取り上げて頂きました。ありがとうございます！ https://t.co/OdZySZd7Eg",2022-01-11 05:31:02,"Tweetbot for iΟS",1059,86,"x1271278270718242819","unicouniuni3","うに@ねこ休み展",198562,13,755,"","2020年3月27日生まれ。ミヌエットの男の子です。まんまるおめめと口元ωが特徴。他に保護猫2匹もいます。 LINEスタンプを作りました→https://t.co/D9MqXd3BrV YouTube→https://t.co/FwsgzrBN1c",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mamaluigi909/status/1481385201213181952","A very powerful Rhanny","fookin sleepin","No U",,FALSE,43,252,1,3642,12988,2016-10-05 17:26:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/783719914985037824/1638595965",,"http://pbs.twimg.com/profile_images/1426203026189033476/scn6I4Sd_normal.jpg"
"x1092808380341727235","x1481385176219336704",2022-01-12 21:58:43,"damdamsukisuki","@MIKITO_777 くだらん人気取り、選挙対策の10マン支給、大好きな増税論議に忙しかったから。ブースターの必要性は菅政権から言われていて、その為にワクチンの契約もしていた。Goto再開の経済対策も進め無いので経済優先にしたわけでも無い。何も決めないのがこの政権","Twitter for Android",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x1329272743016210432 x389584667","nayakita2 MIKITO_777","ja",,,,,,,,,,,,,,,,"x1481223108845473792","@MIKITO_777 くだらん人気取り、選挙対策の10マン支給、大好きな増税論議に忙しかったから。ブースターの必要性は菅政権から言われていて、その為にワクチンの契約もしていた。Goto再開の経済対策も進め無いので経済優先にしたわけでも無い。何も決めないのがこの政権",2022-01-12 11:14:43,"Twitter for iPhone",2,2,"x1329272743016210432","nayakita2","nayakita",8,123,1824,"","",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/damdamsukisuki/status/1481385176219336704","ﾌﾜﾇｲ","","",,FALSE,305,494,7,124049,17732,2019-02-05 15:33:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1092808380341727235/1549407074",,"http://pbs.twimg.com/profile_images/1294630501823610883/OpKmL0W8_normal.jpg"
