studentID,s-sID,pre1,post1,pre1.cgm,pre1.cwc,pre2.m,post2.m,schoolID,time2,ratio2,n
136,36,38,106,-11.79,-3.81,41.81,108.66,2,5.48,6.87,100
137,37,30,93,-19.79,-11.81,41.81,108.66,2,5.48,6.87,100
138,38,36,115,-13.79,-5.81,41.81,108.66,2,5.48,6.87,100
139,39,38,89,-11.79,-3.81,41.81,108.66,2,5.48,6.87,100
140,40,40,103,-9.79,-1.81,41.81,108.66,2,5.48,6.87,100
141,41,39,106,-10.79,-2.81,41.81,108.66,2,5.48,6.87,100
142,42,28,92,-21.79,-13.81,41.81,108.66,2,5.48,6.87,100
143,43,36,115,-13.79,-5.81,41.81,108.66,2,5.48,6.87,100
144,44,55,117,5.21,13.19,41.81,108.66,2,5.48,6.87,100
145,45,46,117,-3.79,4.19,41.81,108.66,2,5.48,6.87,100
146,46,56,108,6.21,14.19,41.81,108.66,2,5.48,6.87,100
147,47,40,105,-9.79,-1.81,41.81,108.66,2,5.48,6.87,100
148,48,41,109,-8.79,-0.81,41.81,108.66,2,5.48,6.87,100
149,49,41,97,-8.79,-0.81,41.81,108.66,2,5.48,6.87,100
150,50,34,106,-15.79,-7.81,41.81,108.66,2,5.48,6.87,100
151,51,36,107,-13.79,-5.81,41.81,108.66,2,5.48,6.87,100
152,52,56,146,6.21,14.19,41.81,108.66,2,5.48,6.87,100
153,53,38,111,-11.79,-3.81,41.81,108.66,2,5.48,6.87,100
154,54,51,107,1.21,9.19,41.81,108.66,2,5.48,6.87,100
155,55,35,107,-14.79,-6.81,41.81,108.66,2,5.48,6.87,100
156,56,28,92,-21.79,-13.81,41.81,108.66,2,5.48,6.87,100
157,57,40,98,-9.79,-1.81,41.81,108.66,2,5.48,6.87,100
158,58,49,119,-0.79,7.19,41.81,108.66,2,5.48,6.87,100
159,59,50,103,0.21,8.19,41.81,108.66,2,5.48,6.87,100
160,60,54,109,4.21,12.19,41.81,108.66,2,5.48,6.87,100
161,61,30,98,-19.79,-11.81,41.81,108.66,2,5.48,6.87,100
162,62,56,123,6.21,14.19,41.81,108.66,2,5.48,6.87,100
163,63,37,114,-12.79,-4.81,41.81,108.66,2,5.48,6.87,100
164,64,43,112,-6.79,1.19,41.81,108.66,2,5.48,6.87,100
165,65,46,104,-3.79,4.19,41.81,108.66,2,5.48,6.87,100
166,66,36,118,-13.79,-5.81,41.81,108.66,2,5.48,6.87,100
167,67,28,82,-21.79,-13.81,41.81,108.66,2,5.48,6.87,100
168,68,39,100,-10.79,-2.81,41.81,108.66,2,5.48,6.87,100
169,69,43,104,-6.79,1.19,41.81,108.66,2,5.48,6.87,100
170,70,36,103,-13.79,-5.81,41.81,108.66,2,5.48,6.87,100
171,71,36,110,-13.79,-5.81,41.81,108.66,2,5.48,6.87,100
172,72,44,117,-5.79,2.19,41.81,108.66,2,5.48,6.87,100
173,73,41,104,-8.79,-0.81,41.81,108.66,2,5.48,6.87,100
174,74,45,100,-4.79,3.19,41.81,108.66,2,5.48,6.87,100
175,75,42,111,-7.79,0.19,41.81,108.66,2,5.48,6.87,100
176,76,36,105,-13.79,-5.81,41.81,108.66,2,5.48,6.87,100
177,77,51,120,1.21,9.19,41.81,108.66,2,5.48,6.87,100
178,78,47,112,-2.79,5.19,41.81,108.66,2,5.48,6.87,100
179,79,49,115,-0.79,7.19,41.81,108.66,2,5.48,6.87,100
180,80,32,95,-17.79,-9.81,41.81,108.66,2,5.48,6.87,100
181,81,49,125,-0.79,7.19,41.81,108.66,2,5.48,6.87,100
182,82,30,89,-19.79,-11.81,41.81,108.66,2,5.48,6.87,100
183,83,38,94,-11.79,-3.81,41.81,108.66,2,5.48,6.87,100
184,84,32,89,-17.79,-9.81,41.81,108.66,2,5.48,6.87,100
185,85,27,103,-22.79,-14.81,41.81,108.66,2,5.48,6.87,100
186,86,55,125,5.21,13.19,41.81,108.66,2,5.48,6.87,100
187,87,37,105,-12.79,-4.81,41.81,108.66,2,5.48,6.87,100
188,88,40,95,-9.79,-1.81,41.81,108.66,2,5.48,6.87,100
189,89,39,100,-10.79,-2.81,41.81,108.66,2,5.48,6.87,100
190,90,45,122,-4.79,3.19,41.81,108.66,2,5.48,6.87,100
191,91,53,125,3.21,11.19,41.81,108.66,2,5.48,6.87,100
192,92,54,127,4.21,12.19,41.81,108.66,2,5.48,6.87,100
193,93,34,98,-15.79,-7.81,41.81,108.66,2,5.48,6.87,100
194,94,33,99,-16.79,-8.81,41.81,108.66,2,5.48,6.87,100
195,95,31,106,-18.79,-10.81,41.81,108.66,2,5.48,6.87,100
196,96,33,107,-16.79,-8.81,41.81,108.66,2,5.48,6.87,100
197,97,56,122,6.21,14.19,41.81,108.66,2,5.48,6.87,100
198,98,42,101,-7.79,0.19,41.81,108.66,2,5.48,6.87,100
199,99,36,106,-13.79,-5.81,41.81,108.66,2,5.48,6.87,100
200,100,38,110,-11.79,-3.81,41.81,108.66,2,5.48,6.87,100
201,1,40,130,-9.79,-7.08,47.08,119.76,3,5.09,7.71,100
202,2,45,149,-4.79,-2.08,47.08,119.76,3,5.09,7.71,100
203,3,49,125,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
204,4,39,115,-10.79,-8.08,47.08,119.76,3,5.09,7.71,100
205,5,48,115,-1.79,0.92,47.08,119.76,3,5.09,7.71,100
206,6,47,115,-2.79,-0.08,47.08,119.76,3,5.09,7.71,100
207,7,48,123,-1.79,0.92,47.08,119.76,3,5.09,7.71,100
208,8,55,108,5.21,7.92,47.08,119.76,3,5.09,7.71,100
209,9,38,100,-11.79,-9.08,47.08,119.76,3,5.09,7.71,100
210,10,56,114,6.21,8.92,47.08,119.76,3,5.09,7.71,100
211,11,42,120,-7.79,-5.08,47.08,119.76,3,5.09,7.71,100
212,12,39,110,-10.79,-8.08,47.08,119.76,3,5.09,7.71,100
213,13,42,128,-7.79,-5.08,47.08,119.76,3,5.09,7.71,100
214,14,49,127,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
215,15,48,119,-1.79,0.92,47.08,119.76,3,5.09,7.71,100
216,16,45,120,-4.79,-2.08,47.08,119.76,3,5.09,7.71,100
217,17,40,110,-9.79,-7.08,47.08,119.76,3,5.09,7.71,100
218,18,42,119,-7.79,-5.08,47.08,119.76,3,5.09,7.71,100
219,19,56,126,6.21,8.92,47.08,119.76,3,5.09,7.71,100
220,20,48,126,-1.79,0.92,47.08,119.76,3,5.09,7.71,100
221,21,43,98,-6.79,-4.08,47.08,119.76,3,5.09,7.71,100
222,22,40,113,-9.79,-7.08,47.08,119.76,3,5.09,7.71,100
223,23,46,109,-3.79,-1.08,47.08,119.76,3,5.09,7.71,100
224,24,35,124,-14.79,-12.08,47.08,119.76,3,5.09,7.71,100
225,25,44,124,-5.79,-3.08,47.08,119.76,3,5.09,7.71,100
226,26,42,109,-7.79,-5.08,47.08,119.76,3,5.09,7.71,100
227,27,55,121,5.21,7.92,47.08,119.76,3,5.09,7.71,100
228,28,54,119,4.21,6.92,47.08,119.76,3,5.09,7.71,100
229,29,46,129,-3.79,-1.08,47.08,119.76,3,5.09,7.71,100
230,30,39,114,-10.79,-8.08,47.08,119.76,3,5.09,7.71,100
231,31,53,133,3.21,5.92,47.08,119.76,3,5.09,7.71,100
232,32,53,121,3.21,5.92,47.08,119.76,3,5.09,7.71,100
233,33,52,126,2.21,4.92,47.08,119.76,3,5.09,7.71,100
234,34,52,118,2.21,4.92,47.08,119.76,3,5.09,7.71,100
235,35,45,131,-4.79,-2.08,47.08,119.76,3,5.09,7.71,100
236,36,52,127,2.21,4.92,47.08,119.76,3,5.09,7.71,100
237,37,56,118,6.21,8.92,47.08,119.76,3,5.09,7.71,100
238,38,47,114,-2.79,-0.08,47.08,119.76,3,5.09,7.71,100
239,39,40,117,-9.79,-7.08,47.08,119.76,3,5.09,7.71,100
240,40,53,121,3.21,5.92,47.08,119.76,3,5.09,7.71,100
241,41,52,137,2.21,4.92,47.08,119.76,3,5.09,7.71,100
242,42,45,126,-4.79,-2.08,47.08,119.76,3,5.09,7.71,100
243,43,59,113,9.21,11.92,47.08,119.76,3,5.09,7.71,100
244,44,41,96,-8.79,-6.08,47.08,119.76,3,5.09,7.71,100
245,45,49,128,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
246,46,31,100,-18.79,-16.08,47.08,119.76,3,5.09,7.71,100
247,47,46,111,-3.79,-1.08,47.08,119.76,3,5.09,7.71,100
248,48,55,134,5.21,7.92,47.08,119.76,3,5.09,7.71,100
249,49,44,117,-5.79,-3.08,47.08,119.76,3,5.09,7.71,100
250,50,41,110,-8.79,-6.08,47.08,119.76,3,5.09,7.71,100
251,51,52,140,2.21,4.92,47.08,119.76,3,5.09,7.71,100
252,52,41,100,-8.79,-6.08,47.08,119.76,3,5.09,7.71,100
253,53,49,109,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
254,54,35,113,-14.79,-12.08,47.08,119.76,3,5.09,7.71,100
255,55,37,96,-12.79,-10.08,47.08,119.76,3,5.09,7.71,100
256,56,44,117,-5.79,-3.08,47.08,119.76,3,5.09,7.71,100
257,57,40,120,-9.79,-7.08,47.08,119.76,3,5.09,7.71,100
258,58,57,139,7.21,9.92,47.08,119.76,3,5.09,7.71,100
259,59,53,123,3.21,5.92,47.08,119.76,3,5.09,7.71,100
260,60,41,117,-8.79,-6.08,47.08,119.76,3,5.09,7.71,100
261,61,51,126,1.21,3.92,47.08,119.76,3,5.09,7.71,100
262,62,53,142,3.21,5.92,47.08,119.76,3,5.09,7.71,100
263,63,49,124,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
264,64,49,125,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
265,65,55,133,5.21,7.92,47.08,119.76,3,5.09,7.71,100
266,66,44,115,-5.79,-3.08,47.08,119.76,3,5.09,7.71,100
267,67,44,131,-5.79,-3.08,47.08,119.76,3,5.09,7.71,100
268,68,54,124,4.21,6.92,47.08,119.76,3,5.09,7.71,100
269,69,38,126,-11.79,-9.08,47.08,119.76,3,5.09,7.71,100
270,70,48,129,-1.79,0.92,47.08,119.76,3,5.09,7.71,100
271,71,47,130,-2.79,-0.08,47.08,119.76,3,5.09,7.71,100
272,72,50,131,0.21,2.92,47.08,119.76,3,5.09,7.71,100
273,73,54,128,4.21,6.92,47.08,119.76,3,5.09,7.71,100
274,74,49,128,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
275,75,49,108,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
276,76,52,117,2.21,4.92,47.08,119.76,3,5.09,7.71,100
277,77,56,119,6.21,8.92,47.08,119.76,3,5.09,7.71,100
278,78,50,121,0.21,2.92,47.08,119.76,3,5.09,7.71,100
279,79,40,106,-9.79,-7.08,47.08,119.76,3,5.09,7.71,100
280,80,46,113,-3.79,-1.08,47.08,119.76,3,5.09,7.71,100
281,81,59,132,9.21,11.92,47.08,119.76,3,5.09,7.71,100
282,82,45,119,-4.79,-2.08,47.08,119.76,3,5.09,7.71,100
283,83,52,116,2.21,4.92,47.08,119.76,3,5.09,7.71,100
284,84,56,110,6.21,8.92,47.08,119.76,3,5.09,7.71,100
285,85,53,116,3.21,5.92,47.08,119.76,3,5.09,7.71,100
286,86,47,119,-2.79,-0.08,47.08,119.76,3,5.09,7.71,100
287,87,49,120,-0.79,1.92,47.08,119.76,3,5.09,7.71,100
288,88,41,118,-8.79,-6.08,47.08,119.76,3,5.09,7.71,100
289,89,50,136,0.21,2.92,47.08,119.76,3,5.09,7.71,100
290,90,41,111,-8.79,-6.08,47.08,119.76,3,5.09,7.71,100
291,91,41,99,-8.79,-6.08,47.08,119.76,3,5.09,7.71,100
292,92,40,96,-9.79,-7.08,47.08,119.76,3,5.09,7.71,100
293,93,42,123,-7.79,-5.08,47.08,119.76,3,5.09,7.71,100
294,94,54,130,4.21,6.92,47.08,119.76,3,5.09,7.71,100
295,95,44,109,-5.79,-3.08,47.08,119.76,3,5.09,7.71,100
296,96,46,123,-3.79,-1.08,47.08,119.76,3,5.09,7.71,100
297,97,44,118,-5.79,-3.08,47.08,119.76,3,5.09,7.71,100
298,98,51,129,1.21,3.92,47.08,119.76,3,5.09,7.71,100
299,99,54,128,4.21,6.92,47.08,119.76,3,5.09,7.71,100
300,100,46,117,-3.79,-1.08,47.08,119.76,3,5.09,7.71,100
301,1,53,133,3.21,0.59,52.41,136.8,4,5.44,2.92,100
302,2,48,146,-1.79,-4.41,52.41,136.8,4,5.44,2.92,100
303,3,58,155,8.21,5.59,52.41,136.8,4,5.44,2.92,100
304,4,56,149,6.21,3.59,52.41,136.8,4,5.44,2.92,100
305,5,63,148,13.21,10.59,52.41,136.8,4,5.44,2.92,100
306,6,57,150,7.21,4.59,52.41,136.8,4,5.44,2.92,100
307,7,43,129,-6.79,-9.41,52.41,136.8,4,5.44,2.92,100
308,8,50,129,0.21,-2.41,52.41,136.8,4,5.44,2.92,100
309,9,65,151,15.21,12.59,52.41,136.8,4,5.44,2.92,100
310,10,64,164,14.21,11.59,52.41,136.8,4,5.44,2.92,100
311,11,56,137,6.21,3.59,52.41,136.8,4,5.44,2.92,100
312,12,52,142,2.21,-0.41,52.41,136.8,4,5.44,2.92,100
313,13,54,147,4.21,1.59,52.41,136.8,4,5.44,2.92,100
314,14,51,145,1.21,-1.41,52.41,136.8,4,5.44,2.92,100
315,15,52,140,2.21,-0.41,52.41,136.8,4,5.44,2.92,100
316,16,53,127,3.21,0.59,52.41,136.8,4,5.44,2.92,100
317,17,60,140,10.21,7.59,52.41,136.8,4,5.44,2.92,100
318,18,51,125,1.21,-1.41,52.41,136.8,4,5.44,2.92,100
319,19,51,142,1.21,-1.41,52.41,136.8,4,5.44,2.92,100
320,20,50,143,0.21,-2.41,52.41,136.8,4,5.44,2.92,100
321,21,63,148,13.21,10.59,52.41,136.8,4,5.44,2.92,100
322,22,53,159,3.21,0.59,52.41,136.8,4,5.44,2.92,100
323,23,61,150,11.21,8.59,52.41,136.8,4,5.44,2.92,100
324,24,61,154,11.21,8.59,52.41,136.8,4,5.44,2.92,100
325,25,56,140,6.21,3.59,52.41,136.8,4,5.44,2.92,100
326,26,50,148,0.21,-2.41,52.41,136.8,4,5.44,2.92,100
327,27,61,165,11.21,8.59,52.41,136.8,4,5.44,2.92,100
328,28,58,137,8.21,5.59,52.41,136.8,4,5.44,2.92,100
329,29,45,121,-4.79,-7.41,52.41,136.8,4,5.44,2.92,100
330,30,60,164,10.21,7.59,52.41,136.8,4,5.44,2.92,100
331,31,53,148,3.21,0.59,52.41,136.8,4,5.44,2.92,100
332,32,59,164,9.21,6.59,52.41,136.8,4,5.44,2.92,100
333,33,46,128,-3.79,-6.41,52.41,136.8,4,5.44,2.92,100
334,34,41,113,-8.79,-11.41,52.41,136.8,4,5.44,2.92,100
335,35,58,143,8.21,5.59,52.41,136.8,4,5.44,2.92,100
336,36,49,118,-0.79,-3.41,52.41,136.8,4,5.44,2.92,100
337,37,50,115,0.21,-2.41,52.41,136.8,4,5.44,2.92,100
338,38,58,155,8.21,5.59,52.41,136.8,4,5.44,2.92,100
339,39,48,112,-1.79,-4.41,52.41,136.8,4,5.44,2.92,100
340,40,47,150,-2.79,-5.41,52.41,136.8,4,5.44,2.92,100
341,41,61,167,11.21,8.59,52.41,136.8,4,5.44,2.92,100
342,42,53,122,3.21,0.59,52.41,136.8,4,5.44,2.92,100
343,43,61,139,11.21,8.59,52.41,136.8,4,5.44,2.92,100
344,44,40,123,-9.79,-12.41,52.41,136.8,4,5.44,2.92,100
345,45,46,132,-3.79,-6.41,52.41,136.8,4,5.44,2.92,100
346,46,46,117,-3.79,-6.41,52.41,136.8,4,5.44,2.92,100
347,47,52,127,2.21,-0.41,52.41,136.8,4,5.44,2.92,100
348,48,49,119,-0.79,-3.41,52.41,136.8,4,5.44,2.92,100
349,49,57,145,7.21,4.59,52.41,136.8,4,5.44,2.92,100
350,50,39,111,-10.79,-13.41,52.41,136.8,4,5.44,2.92,100
351,51,47,116,-2.79,-5.41,52.41,136.8,4,5.44,2.92,100
352,52,47,120,-2.79,-5.41,52.41,136.8,4,5.44,2.92,100
353,53,51,129,1.21,-1.41,52.41,136.8,4,5.44,2.92,100
354,54,55,122,5.21,2.59,52.41,136.8,4,5.44,2.92,100
355,55,66,153,16.21,13.59,52.41,136.8,4,5.44,2.92,100
356,56,48,124,-1.79,-4.41,52.41,136.8,4,5.44,2.92,100
357,57,48,136,-1.79,-4.41,52.41,136.8,4,5.44,2.92,100
358,58,57,141,7.21,4.59,52.41,136.8,4,5.44,2.92,100
359,59,51,135,1.21,-1.41,52.41,136.8,4,5.44,2.92,100
360,60,61,142,11.21,8.59,52.41,136.8,4,5.44,2.92,100
361,61,44,122,-5.79,-8.41,52.41,136.8,4,5.44,2.92,100
362,62,59,148,9.21,6.59,52.41,136.8,4,5.44,2.92,100
363,63,43,145,-6.79,-9.41,52.41,136.8,4,5.44,2.92,100
364,64,66,158,16.21,13.59,52.41,136.8,4,5.44,2.92,100
365,65,53,126,3.21,0.59,52.41,136.8,4,5.44,2.92,100
366,66,50,135,0.21,-2.41,52.41,136.8,4,5.44,2.92,100
367,67,49,119,-0.79,-3.41,52.41,136.8,4,5.44,2.92,100
368,68,58,143,8.21,5.59,52.41,136.8,4,5.44,2.92,100
369,69,55,156,5.21,2.59,52.41,136.8,4,5.44,2.92,100
370,70,51,130,1.21,-1.41,52.41,136.8,4,5.44,2.92,100
371,71,53,149,3.21,0.59,52.41,136.8,4,5.44,2.92,100
372,72,48,111,-1.79,-4.41,52.41,136.8,4,5.44,2.92,100
373,73,45,126,-4.79,-7.41,52.41,136.8,4,5.44,2.92,100
374,74,53,145,3.21,0.59,52.41,136.8,4,5.44,2.92,100
