Date,PI_A,PriceIndex_A,PriceIndex_B,Display_A,Display_B
2003/03/08,0.284 ,1.000 ,0.830 ,0,1
2003/03/09,0.687 ,0.977 ,0.518 ,0,1
2003/03/10,10.013 ,0.824 ,0.820 ,1,0
2003/03/11,6.736 ,0.830 ,0.846 ,1,0
2003/03/12,7.117 ,0.834 ,0.831 ,1,0
2003/03/13,23.701 ,0.616 ,0.778 ,1,0
2003/03/14,16.356 ,0.615 ,0.846 ,1,0
2003/03/15,14.020 ,0.617 ,0.846 ,1,0
2003/03/16,0.268 ,1.000 ,0.846 ,0,0
2003/03/17,0.345 ,1.000 ,0.846 ,0,0
2003/03/18,0.330 ,1.000 ,0.836 ,0,0
2003/03/19,2.042 ,0.838 ,0.846 ,0,0
2003/03/20,1.025 ,0.838 ,0.949 ,0,0
2003/03/21,4.068 ,0.826 ,1.000 ,0,0
2003/03/22,1.226 ,0.820 ,1.000 ,0,0
2003/03/23,1.774 ,0.802 ,0.942 ,0,0
2003/03/24,8.096 ,0.828 ,0.933 ,1,0
2003/03/25,27.115 ,0.615 ,1.000 ,1,0
2003/03/26,25.134 ,0.614 ,1.000 ,1,0
2003/03/27,4.515 ,0.829 ,0.984 ,1,0
2003/03/28,2.254 ,0.835 ,0.956 ,0,0
2003/03/29,1.791 ,0.838 ,1.000 ,0,0
2003/03/30,2.474 ,0.834 ,0.984 ,0,0
2003/03/31,0.602 ,0.838 ,0.956 ,0,0
2003/04/01,1.320 ,0.825 ,1.000 ,0,0
2003/04/02,1.233 ,0.817 ,1.000 ,0,0
2003/04/03,0.907 ,0.808 ,0.942 ,0,0
2003/04/04,1.289 ,0.838 ,1.000 ,0,0
2003/04/05,3.312 ,0.838 ,0.906 ,0,0
2003/04/06,1.332 ,0.813 ,0.517 ,0,1
2003/04/07,2.165 ,0.838 ,1.000 ,0,0
2003/04/08,1.488 ,0.838 ,0.932 ,0,0
2003/04/09,2.117 ,0.838 ,1.000 ,0,0
2003/04/10,2.226 ,0.827 ,0.969 ,0,0
2003/04/11,1.730 ,0.838 ,0.962 ,0,0
2003/04/12,1.539 ,0.822 ,1.000 ,0,0
2003/04/13,0.952 ,0.828 ,0.985 ,0,0
2003/04/14,0.693 ,0.838 ,1.000 ,0,0
2003/04/15,2.878 ,0.832 ,1.000 ,0,0
2003/04/16,1.637 ,0.820 ,0.796 ,0,0
2003/04/17,0.317 ,0.838 ,0.812 ,0,0
2003/04/18,0.329 ,0.838 ,0.792 ,0,0
2003/04/19,0.300 ,0.838 ,0.808 ,0,0
2003/04/20,1.013 ,0.838 ,0.812 ,0,0
2003/04/21,0.660 ,0.813 ,0.812 ,0,0
2003/04/22,1.296 ,0.838 ,0.812 ,0,0
2003/04/23,1.083 ,0.838 ,0.812 ,0,0
2003/04/24,0.958 ,0.838 ,0.812 ,0,0
2003/04/25,0.351 ,0.838 ,0.812 ,0,0
2003/04/26,1.482 ,0.836 ,0.799 ,0,0
2003/04/27,1.430 ,0.831 ,0.796 ,0,0
2003/04/28,0.970 ,0.838 ,0.807 ,0,0
2003/04/29,1.724 ,0.805 ,0.808 ,0,0
2003/04/30,0.312 ,0.838 ,0.785 ,0,0
2003/05/01,0.999 ,0.817 ,0.797 ,0,0
2003/05/02,0.335 ,0.838 ,0.659 ,0,1
2003/05/03,0.863 ,0.833 ,0.666 ,0,1
2003/05/04,1.331 ,0.838 ,0.528 ,0,1
2003/05/05,0.964 ,0.838 ,0.674 ,0,1
2003/05/06,0.971 ,0.813 ,0.666 ,0,1
2003/05/07,0.341 ,0.838 ,0.666 ,0,1
2003/05/08,1.059 ,0.838 ,0.672 ,0,1
2003/05/09,0.650 ,0.812 ,0.666 ,0,0
2003/05/10,0.289 ,0.838 ,0.676 ,0,0
2003/05/11,0.256 ,0.838 ,0.664 ,0,0
2003/05/12,0.992 ,0.838 ,0.676 ,0,0
2003/05/13,0.339 ,0.838 ,0.778 ,0,0
2003/05/14,1.653 ,0.838 ,0.780 ,0,0
2003/05/15,2.839 ,0.835 ,0.984 ,0,0
2003/05/16,3.332 ,0.827 ,1.000 ,0,0
2003/05/17,2.424 ,0.820 ,1.000 ,0,0
2003/05/18,1.984 ,0.838 ,1.000 ,0,0
2003/05/19,2.636 ,0.808 ,1.000 ,0,0
2003/05/20,1.399 ,0.838 ,0.925 ,0,0
2003/05/21,1.354 ,0.838 ,1.000 ,0,0
2003/05/22,1.667 ,0.815 ,0.930 ,0,0
2003/05/23,1.672 ,0.823 ,1.000 ,0,0
2003/05/24,2.003 ,0.838 ,0.988 ,0,0
2003/05/25,3.128 ,0.812 ,1.000 ,0,0
2003/05/26,3.433 ,0.814 ,1.000 ,0,0
2003/05/27,1.429 ,0.838 ,1.000 ,0,0
2003/05/28,1.566 ,0.838 ,0.956 ,0,0
2003/05/29,1.908 ,0.822 ,1.000 ,0,0
2003/05/30,3.889 ,0.838 ,1.000 ,0,0
2003/05/31,3.541 ,0.829 ,1.000 ,0,0
2003/06/01,1.373 ,0.838 ,0.992 ,0,0
2003/06/02,2.153 ,0.802 ,0.663 ,0,1
2003/06/03,0.936 ,0.816 ,0.664 ,0,1
2003/06/04,0.701 ,0.838 ,0.665 ,0,1
2003/06/05,0.607 ,0.838 ,0.674 ,0,1
2003/06/06,0.335 ,0.838 ,0.665 ,0,1
2003/06/07,0.305 ,0.838 ,0.669 ,0,1
2003/06/08,1.088 ,0.779 ,0.518 ,0,1
2003/06/09,0.642 ,0.838 ,0.669 ,0,1
2003/06/10,1.980 ,0.838 ,0.669 ,0,1
2003/06/11,0.341 ,0.838 ,0.667 ,0,1
2003/06/12,0.357 ,0.750 ,0.670 ,0,1
2003/06/13,1.991 ,0.838 ,0.674 ,0,1
2003/06/14,0.875 ,0.838 ,0.676 ,0,0
2003/06/15,1.876 ,0.829 ,0.967 ,0,0
2003/06/16,1.697 ,0.838 ,1.000 ,0,0
2003/06/17,2.237 ,0.838 ,1.000 ,0,0
2003/06/18,0.340 ,1.000 ,0.801 ,0,0
2003/06/19,0.636 ,1.000 ,0.806 ,0,0
2003/06/20,1.010 ,1.000 ,0.812 ,0,0
2003/06/21,1.652 ,1.000 ,0.812 ,0,0
2003/06/22,0.696 ,1.000 ,0.798 ,0,0
2003/06/23,1.019 ,1.000 ,0.812 ,0,0
2003/06/24,1.050 ,1.000 ,0.787 ,0,0
2003/06/25,0.322 ,1.000 ,0.798 ,0,0
2003/06/26,0.327 ,1.000 ,0.805 ,0,0
2003/06/27,0.339 ,1.000 ,0.790 ,0,0
2003/06/28,1.809 ,1.000 ,0.792 ,0,0
2003/06/29,0.733 ,0.984 ,0.786 ,0,0
2003/06/30,0.944 ,0.973 ,0.801 ,0,0
2003/07/01,1.139 ,1.000 ,0.802 ,0,0
2003/07/02,0.319 ,1.000 ,0.807 ,0,0
2003/07/03,0.950 ,0.980 ,0.791 ,0,0
2003/07/04,0.943 ,1.000 ,0.812 ,0,0
2003/07/05,1.630 ,1.000 ,0.787 ,0,0
2003/07/06,0.408 ,1.000 ,0.806 ,0,0
2003/07/07,0.688 ,1.000 ,0.812 ,0,0
2003/07/08,2.572 ,0.988 ,0.812 ,0,0
2003/07/09,0.653 ,1.000 ,0.812 ,0,0
2003/07/10,1.382 ,1.000 ,0.804 ,0,0
2003/07/11,0.308 ,0.933 ,0.812 ,0,0
2003/07/12,0.267 ,1.000 ,0.805 ,0,0
2003/07/13,3.220 ,0.992 ,0.786 ,0,0
2003/07/14,0.670 ,0.954 ,0.812 ,0,0
2003/07/15,0.303 ,1.000 ,0.782 ,0,0
2003/07/16,3.299 ,0.828 ,0.812 ,0,0
2003/07/17,0.967 ,0.838 ,1.000 ,0,0
2003/07/18,0.988 ,0.838 ,1.000 ,0,0
2003/07/19,2.291 ,0.838 ,1.000 ,0,0
2003/07/20,4.244 ,0.820 ,0.967 ,0,0
2003/07/21,4.640 ,0.830 ,0.986 ,0,0
2003/07/22,3.452 ,0.832 ,1.000 ,0,0
2003/07/23,1.688 ,0.825 ,0.969 ,0,0
2003/07/24,1.939 ,0.828 ,1.000 ,0,0
2003/07/25,2.316 ,0.830 ,1.000 ,0,0
2003/07/26,1.174 ,0.820 ,1.000 ,0,0
2003/07/27,2.362 ,0.802 ,0.983 ,0,0
2003/07/28,2.835 ,0.817 ,0.980 ,0,0
2003/07/29,2.312 ,0.821 ,1.000 ,0,0
2003/07/30,0.662 ,0.812 ,1.000 ,0,0
2003/07/31,2.158 ,0.827 ,1.000 ,0,0
2003/08/01,1.228 ,0.838 ,1.000 ,0,0
2003/08/02,2.407 ,0.832 ,1.000 ,0,0
2003/08/03,0.981 ,0.838 ,0.968 ,0,0
2003/08/04,1.789 ,0.838 ,1.000 ,0,0
2003/08/05,2.394 ,0.802 ,1.000 ,0,0
2003/08/06,2.777 ,0.828 ,1.000 ,0,0
2003/08/07,5.083 ,0.824 ,0.981 ,0,0
2003/08/08,0.326 ,0.838 ,1.000 ,0,0
2003/08/09,1.925 ,0.825 ,1.000 ,0,0
2003/08/10,2.558 ,0.816 ,0.679 ,0,0
2003/08/11,0.606 ,0.794 ,0.657 ,0,1
2003/08/12,0.317 ,0.838 ,0.663 ,0,1
2003/08/13,0.945 ,0.817 ,0.654 ,0,1
2003/08/14,1.144 ,0.838 ,0.660 ,0,1
2003/08/15,0.372 ,0.838 ,0.672 ,0,1
2003/08/16,0.974 ,0.838 ,0.667 ,0,1
2003/08/17,2.501 ,0.823 ,0.666 ,0,1
2003/08/18,2.177 ,0.829 ,1.000 ,0,0
2003/08/19,4.167 ,0.814 ,1.000 ,0,0
2003/08/20,0.334 ,0.838 ,0.812 ,0,0
2003/08/21,0.305 ,1.000 ,0.807 ,0,0
2003/08/22,0.320 ,1.000 ,0.801 ,0,0
2003/08/23,1.169 ,1.000 ,0.803 ,0,0
2003/08/24,1.304 ,0.985 ,0.798 ,0,0
2003/08/25,1.263 ,1.000 ,0.812 ,0,0
2003/08/26,0.631 ,1.000 ,0.799 ,0,0
2003/08/27,0.337 ,1.000 ,0.798 ,0,0
2003/08/28,1.407 ,0.980 ,0.794 ,0,0
2003/08/29,1.032 ,0.981 ,0.806 ,0,0
2003/08/30,0.322 ,1.000 ,0.804 ,0,0
2003/08/31,0.276 ,1.000 ,0.788 ,0,0
2003/09/01,0.274 ,1.000 ,0.812 ,0,0
2003/09/02,0.385 ,1.000 ,0.812 ,0,0
2003/09/03,0.371 ,1.000 ,0.812 ,0,0
2003/09/04,0.369 ,1.000 ,0.812 ,0,0
2003/09/05,0.389 ,1.000 ,0.812 ,0,0
